fid,districtID,districtID_old,nameID,district_en,provinceID,province_bahasa,province_en,islandID,island_bahasa,island_en,district_bahasa,underweight_2024,severe_wasting_2024,wasting_2024,overweight_2024,stunting_2013,stunting_2018,stunting_2024
466,8204,8204,halmaheraselatan,South Halmahera,82,Maluku Utara,North Maluku ,8,Maluku,Maluku,Halmahera Selatan,32.2,2.8,13.5,1.2,50.6,34.5,32.3
467,8205,8205,halmaherautara,North Halmahera,82,Maluku Utara,North Maluku ,8,Maluku,Maluku,Halmahera Utara,24.5,4.6,13.5,1.5,37.88,25.1,21.8
468,8206,8206,halmaheratimur,East Halmahera,82,Maluku Utara,North Maluku ,8,Maluku,Maluku,Halmahera Timur,24.3,2.3,11.4,2.4,42.51,38.4,24.3
469,8207,8207,pulaumorotai,Morotai Island,82,Maluku Utara,North Maluku ,8,Maluku,Maluku,Pulau Morotai,18.4,2.3,8.8,1.8,41.44,36.8,17.7
470,8208,8208,pulautaliabu,Taliabu Island,82,Maluku Utara,North Maluku ,8,Maluku,Maluku,Pulau Taliabu,25.5,3,11.6,1.4,50.1,37,24.9
471,8271,8271,kotaternate,Ternate City,82,Maluku Utara,North Maluku ,8,Maluku,Maluku,Kota Ternate,18.8,1.8,7.6,1.1,24.71,19.6,16.6
472,8272,8272,kotatidorekepulauan,Tidore Islands City,82,Maluku Utara,North Maluku ,8,Maluku,Maluku,Kota Tidore Kepulauan,17.7,2.5,9.9,2.2,39.11,28.2,16.6
473,9101,9101,fakfak,Fakfak,91,Papua Barat,West Papua,9,Papua,Papua,Fakfak,21.2,1.7,7.8,2.3,43.64,18,21
474,9102,9102,kaimana,Kaimana,91,Papua Barat,West Papua,9,Papua,Papua,Kaimana,18.8,6.5,10.8,3.2,40.97,16.7,20.2
475,9103,9103,telukwondama,Teluk Bintuni,91,Papua Barat,West Papua,9,Papua,Papua,Teluk Wondama,29.7,2.7,12.4,0.5,33.6,25.3,29.2
476,9104,9104,telukbintuni,Teluk Bintuni,91,Papua Barat,West Papua,9,Papua,Papua,Teluk Bintuni,21.9,2.3,8.9,2.7,39.53,28.5,22.3
477,9105,9105,manokwari,Manokwari,91,Papua Barat,West Papua,9,Papua,Papua,Manokwari,21.4,2.8,8.1,3.3,45.93,32.1,23.5
478,9111,9111,manokwariselatan,South Manokwari,92,Papua Barat,West Papua,9,Papua,Papua,Manokwari Selatan,26.7,2.5,9.7,1.3,45.93,40.3,26.4
479,9112,9112,pegununganarfak,Pegunungan Arfak,92,Papua Barat ,West Papua,9,Papua,Papua,Pegunungan Arfak,28,2,9.5,2.1,45.93,35,39.3
480,9201,9108,rajaampat,Raja Ampat,92,Papua Barat Daya,Southwest Papua ,9,Papua,Papua,Raja Ampat,33.7,4.4,10.5,0.9,46.07,27.6,37.4
481,9202,9107,sorong,Sorong,91,Papua Barat Daya,Southwest Papua ,9,Papua,Papua,Sorong,23.5,0.7,10.3,4.1,41.76,32.3,25.1
482,9203,9106,sorongselatan,South Sorong,91,Papua Barat Daya,Southwest Papua ,9,Papua,Papua,Sorong Selatan,30.3,4.2,16.1,2.6,60.7,39.6,31.3
483,9204,9110,maybrat,Maybrat,92,Papua Barat Daya,Southwest Papua ,9,Papua,Papua,Maybrat,24,1.3,6.4,1.3,38.19,42,30.7
484,9205,9109,tambrauw,Tambrauw,92,Papua Barat Daya,Southwest Papua ,9,Papua,Papua,Tambrauw,26.5,2.2,8.7,1.1,59.29,41.5,37.9
485,9271,9171,kotasorong,Sorong City,92,Papua Barat Daya,Southwest Papua ,9,Papua,Papua,Kota Sorong,30.3,5.4,8.1,1.6,45.54,20.6,29.3
486,9403,9403,jayapura,Jayapura,94,Papua,Papua,9,Papua,Papua,Jayapura,18.3,2.4,6.7,4.4,35.05,24.6,22.5
487,9408,9408,kepulauanyapen,Yapen Islands,94,Papua,Papua,9,Papua,Papua,Kepulauan Yapen,29.4,3.5,9.7,1.1,40.12,46.2,33.5
488,9409,9409,biaknumfor,Biak Numfor,94,Papua,Papua,9,Papua,Papua,Biak Numfor,19.5,1.8,7.7,2.2,50.57,43.7,20.6
489,9419,9419,sarmi,Sarmi,94,Papua,Papua,9,Papua,Papua,Sarmi,20,4.6,10.7,5.8,29.3,19,31.6
490,9420,9420,keerom,Keerom,94,Papua,Papua,9,Papua,Papua,Keerom,18.7,1.9,7.9,4.8,42.85,38.2,24.4
491,9426,9426,waropen,Waropen,94,Papua,Papua,9,Papua,Papua,Waropen,24.5,5.2,10.3,3.1,30.33,52.6,22.3
492,9427,9427,supiori,Supiori,94,Papua,Papua,9,Papua,Papua,Supiori,27,2.1,8.5,3.1,35.77,35,37.5
493,9428,9428,mamberamoraya,Mamberamo Raya,94,Papua,Papua,9,Papua,Papua,Mamberamo Raya,25.2,14.7,12.7,5.7,27.44,19.4,33.8
494,9471,9471,kotajayapura,Jayapura City,94,Papua,Papua,9,Papua,Papua,Kota Jayapura,17.8,1.1,7.3,3.9,34.79,22.8,24.1
495,9501,9401,merauke,Merauke,95,Papua Selatan,South Papua,9,Papua,Papua,Merauke,16.1,3.4,6.1,4.9,23.18,22.8,18.5
496,9502,9413,bovendigoel,Boven Digoel,95,Papua Selatan,South Papua,9,Papua,Papua,Boven Digoel,22.1,2.3,8.9,2.6,44.34,39.7,30.2
497,9503,9414,mappi,Mappi,95,Papua Selatan,South Papua,9,Papua,Papua,Mappi,22.3,2.2,8.6,3.2,50.03,33.1,29.9
498,9504,9415,asmat,Asmat,95,Papua Selatan,South Papua,9,Papua,Papua,Asmat,24.5,2.8,10,3.4,31.52,32.6,28.3
499,9601,9412,mimika,Mimika,96,Papua Tengah,Central Papua,9,Papua,Papua,Mimika,19.2,2.1,8.4,5,34.22,28,28.4
500,9602,9434,dogiyai,Dogiyai,96,Papua Tengah,Central Papua,9,Papua,Papua,Dogiyai,35,3.2,11.1,4.4,66.12,57.5,55.8
501,9603,9436,deiyai,Deiyai,96,Papua Tengah,Central Papua,9,Papua,Papua,Deiyai,26.6,0.9,5.4,6.3,10.45,23.5,30.6
502,9604,9404,nabire,Nabire,96,Papua Tengah,Central Papua,9,Papua,Papua,Nabire,19.3,2.1,8.5,4,46.75,27.4,21.7
503,9605,9410,paniai,Paniai,96,Papua Tengah,Central Papua,9,Papua,Papua,Paniai,25.8,1.6,7.2,4.1,31.44,42.4,29.6
504,9606,9435,intanjaya,Intan Jaya,96,Papua Tengah,Central Papua,9,Papua,Papua,Intan Jaya,42.4,2.9,10.4,4.7,68.95,49.6,48.4
505,9607,9433,puncak,Puncak,96,Papua Tengah,Central Papua,9,Papua,Papua,Puncak,27,4.3,13.8,5.7,36.74,26.5,42.5
506,9608,9411,puncakjaya,Puncak Jaya,96,Papua Tengah,Central Papua,9,Papua,Papua,Puncak Jaya,27.1,4,12.9,11,35.03,35.4,36.3
507,9701,9429,nduga,Nduga,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Nduga,28.4,3.4,11.6,5.1,56.55,49.8,36
508,9702,9402,jayawijaya,Jayawijaya,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Jayawijaya,20.4,1.2,6.2,8.5,49.88,31.6,41.3
509,9703,9430,lannyjaya,Lanny Jaya,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Lanny Jaya,21.6,1.2,6.1,2.5,60.89,47.1,35.4
510,9704,9418,tolikara,Tolikara,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Tolikara,26.5,1.9,7.9,11.7,52.01,21.3,46.4
511,9705,9431,mamberamotengah,Central Mamberamo,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Mamberamo Tengah,18.4,0.8,5.2,14.8,51.09,34.8,42
512,9706,9432,yalimo,Yalimo,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Yalimo,24.6,3.9,12.9,5.8,41.87,0,35.1
513,9707,9416,yahukimo,Yahukimo,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Yahukimo,20.2,0.8,5.1,18.9,33.05,34.2,37.7
514,9708,9417,pegununganbintang,Pegunungan Bintang,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Pegunungan Bintang,20,0.5,4.5,5.2,46.41,38,41.4
